Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
South Africa,ZAF,2000,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.556168861
South Africa,ZAF,2001,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.723642192
South Africa,ZAF,2002,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,5.286673854
South Africa,ZAF,2003,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.856040578
South Africa,ZAF,2004,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.333463993
South Africa,ZAF,2005,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.094633695
South Africa,ZAF,2006,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.11787702
South Africa,ZAF,2007,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.162802978
South Africa,ZAF,2008,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.728229015
South Africa,ZAF,2009,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.454688975
South Africa,ZAF,2010,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.970090321
South Africa,ZAF,2011,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,2.728059567
South Africa,ZAF,2012,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.130944827
South Africa,ZAF,2013,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,3.610378075
South Africa,ZAF,2014,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.057117754
South Africa,ZAF,2015,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.36047719
South Africa,ZAF,2016,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.842285265
South Africa,ZAF,2017,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.395239622
South Africa,ZAF,2018,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.331521956
South Africa,ZAF,2019,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.732251443
South Africa,ZAF,2020,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,5.181282491
South Africa,ZAF,2021,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,4.639773852
South Africa,ZAF,1990,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,3001044566
South Africa,ZAF,1991,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,3104066403
South Africa,ZAF,1992,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,3199218658
South Africa,ZAF,1993,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,3456288573
South Africa,ZAF,1994,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,3692258940
South Africa,ZAF,1995,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,4040544297
South Africa,ZAF,1996,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,4363091749
South Africa,ZAF,1997,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,4785209719
South Africa,ZAF,1998,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,5075656746
South Africa,ZAF,1999,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,4942058000
South Africa,ZAF,2000,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,5283748261
South Africa,ZAF,2001,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,6220668787
South Africa,ZAF,2002,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,6677013231
South Africa,ZAF,2003,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,7419438739
South Africa,ZAF,2004,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,8383504791
South Africa,ZAF,2005,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,8786497748
South Africa,ZAF,2006,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,9313889970
South Africa,ZAF,2007,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,10225584640
South Africa,ZAF,2008,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,11452736769
South Africa,ZAF,2009,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,11162984534
South Africa,ZAF,2010,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,12154612288
South Africa,ZAF,2011,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,12207565982
South Africa,ZAF,2012,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,13260075278
South Africa,ZAF,2013,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,14123608107
South Africa,ZAF,2014,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,15082141917
South Africa,ZAF,2015,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,14771841135
South Africa,ZAF,2016,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,15267438714
South Africa,ZAF,2017,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,16300756259
South Africa,ZAF,2018,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,17017288409
South Africa,ZAF,2019,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,17928045327
South Africa,ZAF,2020,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,17201215298
South Africa,ZAF,2021,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,19069010758
South Africa,ZAF,1970,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,11.51882473
South Africa,ZAF,1971,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.0121819
South Africa,ZAF,1972,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.64777179
South Africa,ZAF,1973,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.04692856
South Africa,ZAF,1974,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.005735
South Africa,ZAF,1975,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.69616437
South Africa,ZAF,1976,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,15.21163631
South Africa,ZAF,1977,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,15.9116299
South Africa,ZAF,1978,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,16.39677001
South Africa,ZAF,1979,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,16.38939711
South Africa,ZAF,1980,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.91544117
South Africa,ZAF,1981,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,15.46632253
South Africa,ZAF,1982,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,16.75140085
South Africa,ZAF,1983,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,17.25997304
South Africa,ZAF,1984,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,16.83775678
South Africa,ZAF,1985,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,18.03527179
South Africa,ZAF,1986,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,19.11974725
South Africa,ZAF,1987,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,18.26077797
South Africa,ZAF,1988,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,17.55938215
South Africa,ZAF,1989,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,17.30578978
South Africa,ZAF,1990,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,16.84509549
South Africa,ZAF,1991,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,15.97819266
South Africa,ZAF,1992,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,15.27479491
South Africa,ZAF,1993,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.46330797
South Africa,ZAF,1994,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.13765865
South Africa,ZAF,1995,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.84139421
South Africa,ZAF,1996,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.54463756
South Africa,ZAF,1997,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.48996184
South Africa,ZAF,1998,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.82046184
South Africa,ZAF,1999,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.08324091
South Africa,ZAF,2000,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.72178798
South Africa,ZAF,2001,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.76993838
South Africa,ZAF,2002,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.46615315
South Africa,ZAF,2003,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.1900498
South Africa,ZAF,2004,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.43972641
South Africa,ZAF,2005,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.2395454
South Africa,ZAF,2006,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.53107418
South Africa,ZAF,2007,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.877663
South Africa,ZAF,2008,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.66317277
South Africa,ZAF,2009,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.01701868
South Africa,ZAF,2010,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.44965674
South Africa,ZAF,2011,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.20401943
South Africa,ZAF,2012,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.47751851
South Africa,ZAF,2013,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,13.9818479
South Africa,ZAF,2014,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.1555091
South Africa,ZAF,2015,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.16229702
South Africa,ZAF,2016,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.54946652
South Africa,ZAF,2017,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.11811892
South Africa,ZAF,2018,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.27860331
South Africa,ZAF,2019,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,14.40250159
South Africa,ZAF,2020,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,15.3694829
South Africa,ZAF,2021,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,12.98710611
South Africa,ZAF,1970,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2367670439
South Africa,ZAF,1971,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,2733412143
South Africa,ZAF,1972,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,3011870811
South Africa,ZAF,1973,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,3895692478
South Africa,ZAF,1974,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,4819065469
South Africa,ZAF,1975,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,5665837272
South Africa,ZAF,1976,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,6031193223
South Africa,ZAF,1977,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,6935998806
South Africa,ZAF,1978,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,8141766954
South Africa,ZAF,1979,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,9948213794
South Africa,ZAF,1980,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,12840167755
South Africa,ZAF,1981,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,13851996200
South Africa,ZAF,1982,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,13866218031
South Africa,ZAF,1983,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,16025391537
South Africa,ZAF,1984,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,13786216352
South Africa,ZAF,1985,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,11161811563
South Africa,ZAF,1986,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,13462040029
South Africa,ZAF,1987,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,17059018420
South Africa,ZAF,1988,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,17700666333
South Africa,ZAF,1989,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,18116764379
South Africa,ZAF,1990,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,20514091987
South Africa,ZAF,1991,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,21090600947
South Africa,ZAF,1992,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,21997418537
South Africa,ZAF,1993,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,20904428828
South Africa,ZAF,1994,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,21360718259
South Africa,ZAF,1995,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,23372644048
South Africa,ZAF,1996,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,21688303654
South Africa,ZAF,1997,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,22360328022
South Africa,ZAF,1998,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,20705702919
South Africa,ZAF,1999,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,20886612092
South Africa,ZAF,2000,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,20387803902
South Africa,ZAF,2001,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,18133936150
South Africa,ZAF,2002,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,17007609176
South Africa,ZAF,2003,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,25379081078
South Africa,ZAF,2004,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,31285325479
South Africa,ZAF,2005,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,34751362744
South Africa,ZAF,2006,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,37433498940
South Africa,ZAF,2007,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,41634472294
South Africa,ZAF,2008,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,41971863979
South Africa,ZAF,2009,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,45292575928
South Africa,ZAF,2010,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,55040535931
South Africa,ZAF,2011,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,59085564114
South Africa,ZAF,2012,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,57079546227
South Africa,ZAF,2013,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,54696249605
South Africa,ZAF,2014,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,52622430518
South Africa,ZAF,2015,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,47977134731
South Africa,ZAF,2016,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,45873606417
South Africa,ZAF,2017,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,52360288667
South Africa,ZAF,2018,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,56096474409
South Africa,ZAF,2019,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,54563605615
South Africa,ZAF,2020,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,51024777123
South Africa,ZAF,2021,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,53375719160
South Africa,ZAF,1970,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.0397647
South Africa,ZAF,1971,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.0397647
South Africa,ZAF,1972,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.0397647
South Africa,ZAF,1973,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.0397647
South Africa,ZAF,1974,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,5.0397647
